Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     165,          78550.0,      476.061,        1.05748             
2,     191,          72480.0,      379.476,        1.91066             
3,     169,          87610.0,      518.402,        2.59467             
4,     1,            160.0,        160.000,        2.80092             
5,     7,            28970.0,      4138.571,       3.16996             
6,     2,            4160.0,       2080.000,       3.63699             
7,     1,            5280.0,       5280.000,       3.9622              
8,     4,            10210.0,      2552.500,       4.03343             
9,     1,            5870.0,       5870.000,       3.80774             
10,    6,            12100.0,      2016.667,       3.50056             
11,    1,            4510.0,       4510.000,       3.50217             
12,    1,            3540.0,       3540.000,       3.18625             
13,    1,            4680.0,       4680.000,       3.19378             
14,    3,            15630.0,      5210.000,       3.09822             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
16,    4,            10750.0,      2687.500,       4.62116             
17,    1,            4670.0,       4670.000,       4.90154             
18,    37,           188110.0,     5084.054,       5.87088             
19,    30,           155830.0,     5194.333,       5.97105             
20,    23,           85190.0,      3703.913,       6.33259             
21,    16,           65690.0,      4105.625,       6.26213             
22,    51,           226360.0,     4438.431,       5.94608             
23,    8,            25240.0,      3155.000,       5.70189             
24,    2,            3930.0,       1965.000,       5.07309             
25,    3,            11510.0,      3836.667,       4.74305             
26,    65,           82930.0,      1275.846,       5.51343             
27,    9,            48090.0,      5343.333,       5.40688             
28,    2,            9200.0,       4600.000,       5.34128             
29,    1,            5070.0,       5070.000,       5.58637             
30,    2,            6560.0,       3280.000,       5.49674             
31,    11,           27190.0,      2471.818,       4.85126             
32,    1,            4580.0,       4580.000,       4.77109             
33,    4,            21200.0,      5300.000,       4.49631             
34,    2,            4310.0,       2155.000,       4.49675             
35,    35,           130660.0,     3733.143,       4.48346             
36,    7,            50550.0,      7221.429,       4.44839             
37,    6,            24640.0,      4106.667,       4.58114             
38,    58,           115460.0,     1990.690,       4.85789             
39,    1,            5220.0,       5220.000,       4.71978             
40,    2,            5540.0,       2770.000,       4.3018              
41,    4,            26720.0,      6680.000,       3.76461             
42,    2,            5160.0,       2580.000,       3.43896             
43,    1,            5060.0,       5060.000,       3.64477             
44,    8,            48850.0,      6106.250,       3.98408             
45,    2,            10610.0,      5305.000,       4.31761             
46,    1,            3460.0,       3460.000,       4.05527             
47,    5,            32330.0,      6466.000,       4.10671             
48,    1,            4560.0,       4560.000,       3.85834             
49,    1,            540.0,        540.000,        3.78796             
50,    9,            51700.0,      5744.444,       3.97415             
51,    2,            8700.0,       4350.000,       4.0705              
52,    70,           118530.0,     1693.286,       4.38091             
